age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,,,
46,0,"baltimore, maryland, usa",english336,english,female,1217,usa,FALSE,,,
84,0,"jersey city, new jersey, usa",english337,english,female,1218,usa,FALSE,,,
53,0,"sydney, australia",english338,english,female,1219,australia,FALSE,,,
54,0,"chicago, illinois, usa",english339,english,male,1220,usa,FALSE,,,
18,0,"ronkonkoma, new york, usa",english34,english,female,93,usa,FALSE,,,
19,0,"charleston, west virginia, usa",english340,english,male,1222,usa,FALSE,,,
23,0,"new york, new york, usa",english341,english,female,1224,usa,FALSE,,,
33,0,"kansas city, missouri, usa",english342,english,male,1225,usa,FALSE,,,
23,0,"portland, maine, usa",english343,english,male,1226,usa,FALSE,,,
19,0,"lumberton, north carolina, usa",english344,english,female,1232,usa,FALSE,,,
20,0,"kansas city, missouri, usa",english345,english,male,1233,usa,FALSE,,,
60,0,"east hartford, connecticut, usa",english346,english,male,1235,usa,FALSE,,,
22,0,"burnsville, minnesota, usa",english347,english,female,1236,usa,FALSE,,,
20,0,"las pinas, philippines",english348,english,female,1237,philippines,FALSE,,,
24,0,"warrenton, virginia, usa",english349,english,female,1239,usa,FALSE,,,
60,0,"milwaukee, wisconsin, usa",english35,english,female,94,usa,FALSE,,,
18,0,"polesworth, staffordshire, uk",english350,english,female,1241,uk,FALSE,,,
37,0,"carthage, missouri, usa",english351,english,male,1242,usa,FALSE,,,
25,0,"singapore, singapore",english352,english,male,1243,singapore,FALSE,,,
18,0,"saskatoon, saskatchewan, canada",english353,english,male,1246,canada,FALSE,,,
23,0,"christchurch, new zealand",english354,english,female,1250,new zealand,FALSE,,,
19,0,"los angeles, california, usa",english355,english,male,1256,usa,FALSE,,,
23,0,"morden, manitoba, canada",english356,english,female,1257,canada,FALSE,,,
24,0,"alto, georgia, usa",english357,english,male,1258,usa,FALSE,,,
19,0,"fredericton, new brunswick, canada",english358,english,male,1259,canada,FALSE,,,
32,0,"sackville, new brunswick, canada",english359,english,male,1276,canada,FALSE,,,
60,0,"arcadia, wisconsin, usa",english36,english,male,95,usa,FALSE,,,
19,0,"erie, pennsylvania, usa",english360,english,female,1277,usa,FALSE,,,
20,0,"burnsville, minnesota, usa",english361,english,female,1280,usa,FALSE,,,
21,0,"cork, ireland",english362,english,male,1281,ireland,FALSE,,,
20,0,"castle donington, uk",english363,english,male,1287,uk,FALSE,,,
28,0,"sydney, australia",english364,english,female,1288,australia,FALSE,,,
52,0,"oxford, uk",english365,english,male,1292,uk,FALSE,,,
25,0,"bournesmouth, uk",english366,english,female,1293,uk,FALSE,,,
25,0,"birkenhead, uk",english367,english,female,1294,uk,FALSE,,,
43,0,"strattford-on-avon, uk",english368,english,male,1295,uk,FALSE,,,
27,0,"mcminnville, oregon, usa",english369,english,male,1297,usa,FALSE,,,
28,0,"yole, india",english37,english,female,96,india,FALSE,,,
22,0,"pondicherry, india",english370,english,male,1302,india,FALSE,,,
27,0,"colorado springs, colorado, usa",english371,english,female,1303,usa,FALSE,,,
80,0,"christiansburg, virginia, usa",english372,english,male,1307,usa,FALSE,,,
22,0,"russellville, kentucky, usa",english373,english,male,1308,usa,FALSE,,,
36,0,"milford haven, wales, uk",english374,english,male,1310,uk,FALSE,,,
28,0,"manchester, connecticut, usa",english375,english,male,1312,usa,FALSE,,,
46,0,"pasadena, california, usa",english376,english,male,1315,usa,FALSE,,,
32,0,"trenton, michigan, usa",english377,english,female,1319,usa,FALSE,,,
38,0,"silver spring, maryland, usa",english378,english,female,1320,usa,FALSE,,,
43,0,"summit, new jersey, usa",english379,english,male,1321,usa,FALSE,,,
27,0,"littlehampton, uk",english38,english,male,97,uk,FALSE,,,
34,0,"roanoke, virginia, usa",english380,english,female,1323,usa,FALSE,,,
85,0,"pike county, kentucky, usa",english381,english,male,1324,usa,FALSE,,,
34,0,"arlington, virginia, usa",english382,english,male,1325,usa,FALSE,,,
32,0,"washington, district of columbia, usa",english383,english,female,1326,usa,FALSE,,,
57,0,"williamson, west virginia, usa",english384,english,male,1327,usa,FALSE,,,
77,0,"mcveigh, kentucky, usa",english385,english,female,1328,usa,FALSE,,,
56,0,"los angeles, california, usa",english386,english,female,1330,usa,FALSE,,,
21,0,"lancaster, california, usa",english387,english,female,1331,usa,FALSE,,,
70,0,"bluefield, west virginia, usa",english388,english,female,1332,usa,FALSE,,,
71,0,"aldie, virginia, usa",english389,english,female,1333,usa,FALSE,,,
59,0,"new orleans, louisiana, usa",english39,english,female,98,usa,FALSE,,,
74,0,"milwaukee, wisconsin, usa",english390,english,male,1334,usa,FALSE,,,
84,0,"milton, florida, usa",english391,english,female,1335,usa,FALSE,,,
62,0,"warrenton, virginia, usa",english392,english,male,1336,usa,FALSE,,,
58,0,"washington, district of columbia, usa",english393,english,female,1337,usa,FALSE,,,
82,0,"aiken, south carolina, usa",english394,english,female,1339,usa,FALSE,,,
39,0,"alexandria, virginia, usa",english395,english,male,1340,usa,FALSE,,,
48,0,"orange, virginia, usa",english396,english,female,1341,usa,FALSE,,,
76,0,"wadesboro, north carolina, usa",english397,english,female,1342,usa,FALSE,,,
83,0,"salisbury, north carolina, usa",english398,english,female,1343,usa,FALSE,,,
80,0,"la grange, georgia, usa",english399,english,female,1345,usa,FALSE,,,
53,0,"saint anne's bay, jamaica",english4,english,female,99,jamaica,FALSE,,,
53,0,"dudley, uk",english40,english,male,100,uk,FALSE,,,
59,0,"shanklin, isle of wight, uk",english400,english,female,1348,uk,FALSE,,,
26,0,"lucerne, switzerland",english401,english,male,1349,switzerland,FALSE,,,
26,0,"canberra, australia",english402,english,female,1350,australia,FALSE,,,
29,0,"sydney, australia",english403,english,female,1351,australia,FALSE,,,
29,0,"windsor, australia",english404,english,male,1352,australia,FALSE,,,
32,0,"geelong, australia",english405,english,female,1353,australia,FALSE,,,
24,0,"pensacola, florida, usa",english406,english,female,1358,usa,FALSE,,,
47,0,"windsor, ontario, canada",english407,english,male,1360,canada,FALSE,,,
64,0,"lynwood, california, usa",english408,english,male,1361,usa,FALSE,,,
60,0,"maitland, australia",english409,english,female,1362,australia,FALSE,,,
44,0,"wellington, new zealand",english41,english,male,101,new zealand,FALSE,,,
35,0,"hamilton, new zealand",english410,english,male,1363,new zealand,FALSE,,,
26,0,"washington, district of columbia, usa",english411,english,female,1371,usa,FALSE,,,
31,0,"washington, district of columbia, usa",english412,english,female,1372,usa,FALSE,,,
20,0,"manchester, england, uk",english413,english,female,1373,uk,FALSE,,,
30,0,"woonsocket, rhode island, usa",english414,english,female,1374,usa,FALSE,,,
32,0,"woonsocket, rhode island, usa",english415,english,male,1375,usa,FALSE,,,
34,0,"sydney, australia",english416,english,male,1377,australia,FALSE,,,
20,0,"cardiff, wales, uk",english417,english,female,1380,uk,FALSE,,,
29,0,"arlington, virginia",english418,english,male,1384,virginia,FALSE,,,
27,0,"youngstown, ohio, usa",english419,english,male,1385,usa,FALSE,,,
65,0,"nigel, south africa",english42,english,male,102,south africa,FALSE,,,
21,0,"auckland, new zealand",english420,english,male,1387,new zealand,FALSE,,,
38,0,"landstuhl, germany",english421,english,male,1388,germany,FALSE,,,
31,0,"rochester, new york, usa",english422,english,male,1390,usa,FALSE,,,
24,0,"baltimore, maryland, usa",english423,english,female,1395,usa,FALSE,,,
75,0,"danville, virginia, usa",english424,english,male,1409,usa,FALSE,,,
31,0,"danville, virginia, usa",english425,english,male,1410,usa,FALSE,,,
30,0,"florence, south carolina, usa",english426,english,female,1411,usa,FALSE,,,
68,0,"hanover, pennsylvania, usa",english427,english,female,1412,usa,FALSE,,,
55,0,"kingstree, south carolina, usa",english428,english,female,1413,usa,FALSE,,,
19,0,"philadelphia, pennsylvania, usa",english429,english,female,1416,usa,FALSE,,,
47,0,"vancouver, british columbia, canada",english43,english,male,103,canada,FALSE,,,
23,0,"melbourne, australia",english430,english,female,1419,australia,FALSE,,,
23,0,"green bay, wisconsin, usa",english431,english,female,1423,usa,FALSE,,,
22,0,"dublin, ireland",english432,english,female,1428,ireland,FALSE,,,
32,0,"gladwin, michigan, usa",english433,english,female,1430,usa,FALSE,,,
24,0,"kansas city, kansas, usa",english434,english,male,1469,usa,FALSE,,,
20,0,"palm springs, california, usa",english435,english,female,1471,usa,FALSE,,,
19,0,"freeport, the bahamas",english436,english,female,1475,the bahamas,FALSE,,,
21,0,"cleveland, ohio, usa",english437,english,male,1477,usa,FALSE,,,
20,0,"houston, texas, usa",english438,english,female,1492,usa,FALSE,,,
18,0,"richmond, british columbia, canada",english439,english,female,1493,canada,FALSE,,,
63,0,"winston salem, north carolina, usa",english44,english,female,104,usa,FALSE,,,
22,0,"glasgow, scotland, uk",english440,english,female,1502,uk,FALSE,,,
19,0,"oquawka, illinois, usa",english441,english,female,1524,usa,FALSE,,,
23,0,"salisbury mills, new york, usa",english442,english,male,1528,usa,FALSE,,,
31,0,"fort collins, colorado, usa",english443,english,male,1530,usa,FALSE,,,
24,0,"anniston, alabama, usa",english444,english,male,1531,usa,FALSE,,,
60,0,"san francisco, california, usa",english445,english,male,1532,usa,FALSE,,,
23,0,"moorhead, minnesota, usa",english446,english,female,1533,usa,FALSE,,,
21,0,"hartford, connecticut, usa",english447,english,male,1534,usa,FALSE,,,
20,0,"isle of arran, scotland, uk",english448,english,male,1536,uk,FALSE,,,
27,0,"barton, vermont, usa",english449,english,male,1538,usa,FALSE,,,
52,0,"pine bluff, arkansas, usa",english45,english,male,105,usa,FALSE,,,
26,0,"windsor, uk",english450,english,male,1544,uk,FALSE,,,
44,0,"hazlehurst, georgia, usa",english451,english,male,1546,usa,FALSE,,,
24,0,"newcastle, australia",english452,english,male,1547,australia,FALSE,,,
21,0,"chicago, illinois, usa",english453,english,female,1548,usa,FALSE,,,
19,0,"raleigh, north carolina, usa",english454,english,female,1550,usa,FALSE,,,
29,0,"washington, dc, usa",english455,english,female,1552,usa,FALSE,,,
37,0,"lancashire, leyland, uk",english456,english,female,1554,uk,FALSE,,,
43,0,"syracuse, new york, usa",english457,english,male,1555,usa,FALSE,,,
22,0,"reno, nevada, usa",english458,english,female,1559,usa,FALSE,,,
19,0,"charlotte, north carolina, usa",english459,english,male,1560,usa,FALSE,,,
73,0,"creswell, north carolina, usa",english46,english,male,106,usa,FALSE,,,
19,0,"rutland, england, uk",english460,english,female,1561,uk,FALSE,,,
44,0,"poughkeepsie, new york, usa",english461,english,female,1563,usa,FALSE,,,
20,0,"paducah, kentucky, usa",english462,english,male,1564,usa,FALSE,,,
53,0,"brooklyn, new york, usa",english463,english,female,1571,usa,FALSE,,,
27,0,"ottawa, ontario, canada",english464,english,male,1618,canada,FALSE,,,
20,0,"aylesbury, buckinghamshire, uk",english465,english,male,1635,uk,FALSE,,,
18,0,"portland, maine, usa",english466,english,male,1637,usa,FALSE,,,
23,1,"pozzuoli, italy",english467,english,male,1639,italy,FALSE,,,
30,0,"myrtle beach, south carolina, usa",english468,english,male,1640,usa,FALSE,,,
22,0,"knoxville, tennessee, usa",english469,english,male,1641,usa,FALSE,,,
76,0,"plantersville, arkansas, usa",english47,english,female,107,usa,FALSE,,,
21,0,"leighton buzzard, uk",english470,english,male,1642,uk,FALSE,,,
26,0,"calgary, alberta, canada",english471,english,female,1648,canada,FALSE,,,
26,0,"rota, spain",english472,english,male,1649,spain,FALSE,,,
20,0,"nottingham, uk",english473,english,male,1650,uk,FALSE,,,
33,0,"rochester, minnesota, usa",english474,english,female,1656,usa,FALSE,,,
29,0,"ogden, utah, usa",english475,english,female,1657,usa,FALSE,,,
64,0,"manchester, new hampshire, usa",english476,english,female,1658,usa,FALSE,,,
31,0,"san diego, california, usa",english477,english,female,1659,usa,FALSE,,,
19,0,"sydney, nova scotia, canada",english478,english,male,1661,canada,FALSE,,,
64,0,"new york, new york, usa",english479,english,female,1664,usa,FALSE,,,
26,0,"port moresby, national capital district, papua new guinea",english48,english,male,108,papua new guinea,FALSE,,,
58,0,"winston-salem, north carolina, usa",english480,english,male,1665,usa,FALSE,,,
88,0,"stringtown, oklahoma, usa",english481,english,female,1666,usa,FALSE,,,
74,0,"yeadon, pennsylvania, usa",english482,english,female,1667,usa,FALSE,,,
19,0,"boston, massachusetts, usa",english483,english,male,1668,usa,FALSE,,,
24,0,"dublin, ireland",english484,english,male,1672,ireland,FALSE,,,
20,0,"cromwell, connecticut, usa",english485,english,male,1674,usa,FALSE,,,
53,0,"corentyne, guyana",english486,english,female,1683,guyana,FALSE,,,
22,0,"london, uk",english487,english,female,1688,uk,FALSE,,,
35,0,"irvine, scotland, uk",english488,english,female,1692,uk,FALSE,,,
46,0,"kingston, jamaica",english489,english,female,1694,jamaica,FALSE,,,
43,0,"castro valley, california, usa",english49,english,male,109,usa,FALSE,,,
18,0,"auckland, new zealand",english490,english,male,1709,new zealand,FALSE,,,
79,0,"westmoreland, jamaica",english491,english,female,1713,jamaica,FALSE,,,
22,0,"omaha, nebraska, usa",english492,english,female,1716,usa,FALSE,,,
20,0,"miami, florida, usa",english493,english,male,1718,usa,FALSE,,,
27.5,0,"findlay, ohio, usa",english494,english,male,1719,usa,FALSE,,,
21,0,"kirkland, washington, usa",english495,english,male,1720,usa,FALSE,,,
20,0,"london, england, uk",english496,english,male,1724,uk,FALSE,,,
22,0,"cleveland, ohio, usa",english497,english,male,1726,usa,FALSE,,,
27,0,"prince george, british columbia, canada",english498,english,male,1727,canada,FALSE,,,
21,0,"st. paul, minnesota, usa",english499,english,female,1728,usa,FALSE,,,
62,0,"fairfax, virginia, usa",english5,english,male,110,usa,FALSE,,,
29,0,"baltic, south dakota, usa",english50,english,female,111,usa,FALSE,,,
38,0,"albury, new south wales, australia",english500,english,male,1733,australia,FALSE,,,
64,0,"pittsburgh, pennsylvania, usa",english501,english,female,1734,usa,FALSE,,,
30,0,"farmington hills, michigan, usa",english502,english,female,1735,usa,FALSE,,,
29,0,"benin city, nigeria",english503,english,female,1739,nigeria,FALSE,,,
25,0,"west palm beach, florida, usa",english504,english,male,1786,usa,FALSE,,,
50,0,"beirut, lebanon",english505,english,female,1798,lebanon,FALSE,,,
30,0,"new orleans, louisiana, usa",english506,english,female,1799,usa,FALSE,,,
21,0,"accra, ghana",english507,english,male,1800,ghana,FALSE,,,
20,0,"winfield, illinois, usa",english508,english,female,1801,usa,FALSE,,,
44,0,"coudersport, pennsylvania, usa",english509,english,female,1802,usa,FALSE,,,
67,0,"detroit, michigan, usa",english51,english,male,112,usa,FALSE,,,
66,0,"philadelphia, pennsylvania, usa",english510,english,female,1803,usa,FALSE,,,
31,0,"montgomery, alabama, usa",english511,english,female,1818,usa,FALSE,,,
54,0,"salina, kansas, usa",english512,english,female,1819,usa,FALSE,,,
52,0,"bocas del toro, panama",english513,english,female,1856,panama,FALSE,,,
57,0,"youngstown, ohio, usa",english514,english,male,1872,usa,FALSE,,,
55,0,"youngstown, ohio, usa",english515,english,female,1873,usa,FALSE,,,
32,0,"dripping springs, texas, usa",english516,english,female,1875,usa,FALSE,,,
33,0,"colorado springs, colorado, usa",english517,english,male,1876,usa,FALSE,,,
24,0,"kells, meath, ireland",english518,english,male,1878,ireland,FALSE,,,
18,1,"karachi, pakistan",english519,english,female,1882,pakistan,FALSE,,,
20,0,"calgary, alberta, canada",english52,english,male,113,canada,FALSE,,,
47,0,"st. paul, minnesota, usa",english520,english,female,1884,usa,FALSE,,,
25,0,"bethesda, maryland, usa",english521,english,female,1886,usa,FALSE,,,
22,0,"bethpage, new york, usa",english522,english,female,1887,usa,FALSE,,,
18,0,"madison, wisconsin, usa",english523,english,female,1888,usa,FALSE,,,
19,0,"downers grove, illinois, usa",english524,english,male,1890,usa,FALSE,,,
18,0,"albion, new york, usa",english525,english,female,1893,usa,FALSE,,,
20,0,"woodbridge, virginia, usa",english526,english,male,1895,usa,FALSE,,,
25,0,"wynnewood, pennsylvania, usa",english527,english,female,1907,usa,FALSE,,,
52,0,"green bay, wisconsin, usa",english528,english,female,1908,usa,FALSE,,,
29,0,"burlington, vermont, usa",english529,english,female,1925,usa,FALSE,,,
63,0,"syracuse, new york, usa",english53,english,male,114,usa,FALSE,,,
50,0,"detroit, michigan, usa",english530,english,female,1926,usa,FALSE,,,
29,0,"nokesville, virginia, usa",english531,english,female,1928,usa,FALSE,,,
23,0,"bristol, connecticut, usa",english532,english,female,1933,usa,FALSE,,,
38,0,"fairfax, virginia, usa",english533,english,female,1934,usa,FALSE,,,
29,0,"mineola, new york, usa",english534,english,female,1951,usa,FALSE,,,
22,0,"plymouth, massachusetts, usa",english535,english,female,1955,usa,FALSE,,,
21,0,"richmond, virginia, usa",english536,english,female,1956,usa,FALSE,,,
21,0,"woodbridge, virginia, usa",english537,english,female,1957,usa,FALSE,,,
20,0,"lyndhurst, virginia, usa",english538,english,female,1958,usa,FALSE,,,
19,0,"orange county, california, usa",english539,english,female,1959,usa,FALSE,,,
40,0,"new albany, indiana, usa",english54,english,female,115,usa,FALSE,,,
18,0,"arlington, virginia, usa",english540,english,female,1960,usa,FALSE,,,
27,0,"fort lauderdale, florida, usa",english541,english,female,1961,usa,FALSE,,,
60,0,"toronto, ontario, canada",english542,english,male,1962,canada,FALSE,,,
39,0,"vancouver, british columbia, canada",english543,english,female,1969,canada,FALSE,,,
31,0,"hanover, new hampshire, usa",english544,english,male,1970,usa,FALSE,,,
56,0,"tangier island, virginia, usa",english545,english,male,1995,usa,FALSE,,,
43,0,"tangier island, virginia, usa",english546,english,female,1996,usa,FALSE,,,
63,0,"tangier island, virginia, usa",english547,english,male,1997,usa,FALSE,,,
61,0,"dublin, ireland",english548,english,male,2003,ireland,FALSE,,,
19,0,"exminister, uk",english549,english,female,2012,uk,FALSE,,,
53,0,"st. louis, missouri, usa",english55,english,female,116,usa,FALSE,,,
82,0,"fredericksburg, virginia, usa",english550,english,male,2028,usa,FALSE,,,
81,0,"king george, virginia, usa",english551,english,female,2029,usa,FALSE,,,
23,0,"bethesda, maryland, usa",english552,english,female,2043,usa,FALSE,,,
21,0,"nashville, tennessee, usa",english553,english,male,2046,usa,FALSE,,,
22,0,"hoffman estates, illinois, usa",english554,english,female,2047,usa,FALSE,,,
90,0,"brooklyn, new york, usa",english555,english,male,2049,usa,FALSE,,,
84,0,"brooklyn, new york, usa",english556,english,female,2050,usa,FALSE,,,
25,2,"sharjah, united arab emirates",english557,english,female,2053,united arab emirates,FALSE,,,
23,0,"queens, new york, usa",english558,english,male,2055,usa,FALSE,,,
19,0,"reston, virginia, usa",english559,english,female,2056,usa,FALSE,,,
20,0,"londonderry, northern ireland, uk",english56,english,male,117,uk,FALSE,,,
22,0,"hartford, connecticut, usa",english560,english,female,2059,usa,FALSE,,,
20,0,"yorktown, virginia, usa",english561,english,female,2060,usa,FALSE,,,
30,0,"florence, south carolina, usa",english562,english,female,2061,usa,FALSE,,,
32,0,"manassas, virginia, usa",english563,english,male,2074,usa,FALSE,,,
52,0,"casper, wyoming, usa",english564,english,male,2077,usa,FALSE,,,
27,0,"portland, oregon, usa",english565,english,female,2080,usa,FALSE,,,
22,0,"derby, england, uk",english566,english,male,2081,uk,FALSE,,,
24,0,"new york, new york, usa",english567,english,male,2101,usa,FALSE,,,
86,0,"quincy, florida, usa",english568,english,female,2103,usa,FALSE,,,
24,0,"sydney, australia",english569,english,male,2104,australia,FALSE,,,
34,0,"birmingham 1, uk",english57,english,male,118,uk,FALSE,,,
42,0,"parma, ohio, usa",english570,english,female,2106,usa,FALSE,,,
39,0,"washington, dc, usa",english571,english,male,2113,usa,FALSE,,,
51,0,"fort worth, texas, usa",english572,english,male,2121,usa,FALSE,,,
46,0,"painesville, ohio, usa",english573,english,male,2124,usa,FALSE,,,
26,0,"toronto, ontario, canada",english574,english,female,2162,canada,FALSE,,,
24,0,"great falls, virginia, usa",english575,english,male,2165,usa,FALSE,,,
63,0,"washington, dc, usa",english576,english,female,2167,usa,FALSE,,,
38,0,"san leandro, california, usa",english577,english,female,2170,usa,FALSE,,,
60,0,"salford, lancashire, uk",english578,english,male,2171,uk,FALSE,,,
22,0,"adelaide, australia",english579,english,male,2172,australia,FALSE,,,
46,0,"southhampton, uk",english58,english,female,119,uk,FALSE,,,
30,0,"columbus, ohio, usa",english59,english,male,120,usa,FALSE,,,
45,0,"brooklyn, new york, usa",english6,english,female,121,usa,FALSE,,,
18,0,"chesapeake, virginia, usa",english60,english,male,122,usa,FALSE,,,
19,0,"toronto, ontario, canada",english61,english,male,123,canada,FALSE,,,
30,0,"west jordan, utah, usa",english62,english,male,124,usa,FALSE,,,
21,0,"lewisville, texas, usa",english63,english,male,125,usa,FALSE,,,
25,0,"montreal, quebec, canada",english64,english,female,126,canada,FALSE,,,
47,0,"lewistown, pennsylvania, usa",english65,english,male,127,usa,FALSE,,,
19,0,"baltimore, maryland, usa",english66,english,male,128,usa,FALSE,,,
37,0,"princeton, indiana, usa",english67,english,male,129,usa,FALSE,,,
52,0,"new york, new york, usa",english68,english,male,130,usa,FALSE,,,
23,0,"adelaide, australia",english69,english,male,131,australia,FALSE,,,
52,0,"macon, mississippi, usa",english7,english,male,132,usa,FALSE,,,
21,0,"beaumont, texas, usa",english70,english,male,133,usa,FALSE,,,
20,0,"west covina, california, usa",english71,english,male,134,usa,FALSE,,,
31,0,"kilkenny, ireland",english72,english,male,135,ireland,FALSE,,,
24,0,"darwin, australia",english73,english,male,136,australia,FALSE,,,
21,0,"wichita, kansas, usa",english74,english,male,137,usa,FALSE,,,
32,0,"idaho falls, idaho, usa",english75,english,male,138,usa,FALSE,,,
18,0,"boston, massachusetts, usa",english76,english,female,139,usa,FALSE,,,
26,0,"melbourne, australia",english77,english,male,140,australia,FALSE,,,
20,0,"caribou, maine, usa",english78,english,female,141,usa,FALSE,,,
73,0,"boston, massachusetts, usa",english79,english,male,142,usa,FALSE,,,
21,0,"perth, australia",english8,english,female,143,australia,FALSE,,,
34,0,"glasgow, scotland, uk",english80,english,male,144,uk,FALSE,,,
30,0,"st. paul, minnesota, usa",english81,english,male,145,usa,FALSE,,,
50,0,"chicago, illinois, usa",english82,english,female,146,usa,FALSE,,,
42,0,"winnfield, louisiana, usa",english83,english,female,147,usa,FALSE,,,
45,0,"sydney, australia",english84,english,male,148,australia,FALSE,,,
31,0,"strabane, northern ireland, uk",english85,english,male,149,uk,FALSE,,,
50,0,"charleston, south carolina, usa",english86,english,male,150,usa,FALSE,,,
18,0,"tamworth, australia",english87,english,female,151,australia,FALSE,,,
18,0,"grand rapids, michigan, usa",english88,english,male,152,usa,FALSE,,,
18,0,"kingston ma, massachusetts, usa",english89,english,male,153,usa,FALSE,,,
48,0,"carthage, texas, usa",english9,english,female,154,usa,FALSE,,,
53,0,"pittsburgh, pennsylvania, usa",english90,english,male,155,usa,FALSE,,,
23,0,"kingston, jamaica",english91,english,male,156,jamaica,FALSE,,,
22,0,"wisconsin rapids, wisconsin, usa",english92,english,female,157,usa,FALSE,,,
22,0,"mamou, louisiana, usa",english93,english,female,158,usa,FALSE,,,
55,0,"pensacola, florida, usa",english94,english,female,159,usa,FALSE,,,
18,0,"mishawaka, indiana, usa",english95,english,male,160,usa,FALSE,,,
31,0,"point pleasant, new jersey, usa",english96,english,male,161,usa,FALSE,,,
42,0,"wilmington nc, north carolina, usa",english97,english,male,162,usa,FALSE,,,
22,0,"spokane, washington, usa",english98,english,male,163,usa,FALSE,,,
52,0,"pittsburgh, pennsylvania, usa",english99,english,female,164,usa,FALSE,,,
26,13,"shanxi province, shanxi, china",mandarin1,mandarin,female,256,china,FALSE,,,
19,3,"beijing, china",mandarin10,mandarin,male,491,china,FALSE,,,
53,13,"kao-hsiung, taiwan",mandarin11,mandarin,female,607,taiwan,FALSE,,,
23,1,"singapore, singapore",mandarin12,mandarin,male,623,singapore,FALSE,,,
29,13,"nantou, taiwan",mandarin13,mandarin,male,685,taiwan,FALSE,,,
49,20,"dalian, liaoning, china",mandarin14,mandarin,male,719,china,FALSE,,,
28,11,"tainan, taiwan",mandarin15,mandarin,female,746,taiwan,FALSE,,,
32,10,"taipei, taiwan",mandarin16,mandarin,male,750,taiwan,FALSE,,,
26,13,"wuhan, hubei, china",mandarin17,mandarin,male,796,china,FALSE,,,
29,13,"taoyuan, taiwan",mandarin18,mandarin,female,872,taiwan,FALSE,,,
27,13,"qinzhou, guangxi, china",mandarin19,mandarin,male,916,china,FALSE,,,
38,14,"nanjing, china",mandarin2,mandarin,female,257,china,FALSE,,,
40,12,"ping tong, taiwan",mandarin20,mandarin,female,931,taiwan,FALSE,,,
38,9,"chengdu, sichuan, china",mandarin21,mandarin,female,984,china,FALSE,,,
39,11,"haikou, hainan, china",mandarin22,mandarin,female,1019,china,FALSE,,,
46,13,"kao-hsiung, taiwan",mandarin23,mandarin,female,1044,taiwan,FALSE,,,
21,10,"shanghai, china",mandarin24,mandarin,female,1089,china,FALSE,,,
28,13,"wuxi, jiangsu, china",mandarin25,mandarin,female,1125,china,FALSE,,,
31,12,"emei, sichuan, china",mandarin26,mandarin,female,1141,china,FALSE,,,
18,15,"chengdu, sichuan, china",mandarin27,mandarin,male,1154,china,FALSE,,,
45,15,"shanghai, china",mandarin28,mandarin,male,1447,china,FALSE,,,
24,4,"lanzhou, gansu, china",mandarin29,mandarin,male,1490,china,FALSE,,,
43,10,"jilin city, jilin, china",mandarin3,mandarin,male,258,china,FALSE,,,
27,13,"taipei, taiwan",mandarin30,mandarin,male,1491,taiwan,FALSE,,,
26,13,"wenzhou, zhejiang, china",mandarin31,mandarin,female,1519,china,FALSE,,,
23,12,"taipei, taiwan",mandarin32,mandarin,female,1527,taiwan,FALSE,,,
25,6,"beijing, china",mandarin33,mandarin,male,1541,china,FALSE,,,
31,13,"shi jia zhuang, hebei, china",mandarin34,mandarin,female,1578,china,FALSE,,,
27,12,"yantai, shandong, china",mandarin35,mandarin,female,1579,china,FALSE,,,
32,10,"beijing, china",mandarin36,mandarin,female,1580,china,FALSE,,,
32,12,"huhot, nei meng gu, china",mandarin37,mandarin,female,1581,china,FALSE,,,
33,12,"changsha, hunan, china",mandarin38,mandarin,female,1582,china,FALSE,,,
24,12,"tie ling, liaoning, china",mandarin39,mandarin,female,1583,china,FALSE,,,
24,6,"shanghai, china",mandarin4,mandarin,female,259,china,FALSE,,,
28,12,"chengdu, sichuan, china",mandarin40,mandarin,male,1614,china,FALSE,,,
34,13,"songyuan, jilin, china",mandarin41,mandarin,female,1615,china,FALSE,,,
47,16,"yanbian, jilin, china",mandarin42,mandarin,female,1616,china,FALSE,,,
24,15,"datong, shanxi, china",mandarin43,mandarin,female,1617,china,FALSE,,,
21,16,"hangzhou, zhejiang, china",mandarin44,mandarin,male,1630,china,FALSE,,,
42,12,"beijing, china",mandarin45,mandarin,female,1631,china,FALSE,,,
43,9,"jilin city, jilin, china",mandarin46,mandarin,female,1636,china,FALSE,,,
28,8,"beijing, china",mandarin47,mandarin,female,1644,china,FALSE,,,
37,12,"pingdingshan, henan, china",mandarin48,mandarin,male,1645,china,FALSE,,,
21,10,"shanghai, china",mandarin49,mandarin,male,1736,china,FALSE,,,
31,12,"beijing, china",mandarin5,mandarin,female,260,china,FALSE,,,
25,9,"hsinchu, taiwan",mandarin50,mandarin,male,1788,taiwan,FALSE,,,
25,10,"tianjin, hebei, china",mandarin51,mandarin,male,1792,china,FALSE,,,
26,6,"shaoxing, zhejiang, china",mandarin52,mandarin,female,1793,china,FALSE,,,
38,13,"ningbo, zhejiang, china",mandarin53,mandarin,female,1817,china,FALSE,,,
25,10,"chengdu, sichuan, china",mandarin54,mandarin,female,1900,china,FALSE,,,
25,13,"loudi, hunan, china",mandarin55,mandarin,female,1909,china,FALSE,,,
26,11,"baoding, hebei, china",mandarin56,mandarin,female,1910,china,FALSE,,,
20,12,"shanghai, china",mandarin57,mandarin,male,1990,china,FALSE,,,
